Model,Image_Name,Prompt_Type,Prompt_Text,IoU,F1_Score,Boundary_IoU,GT_Path,Pred_Path
pixellm,field_01,spatial,the woman in the central foreground,0.8554,0.9221,0.8656,gt_masks/person/field_01_person_1.png,results_pixellm/person/field_01_person_1_spatial_1.png
pixellm,field_01,appearance,the woman in white top and grey flare jeans,0.8604,0.925,0.872,gt_masks/person/field_01_person_1.png,results_pixellm/person/field_01_person_1_appearance_2.png
pixellm,field_01,action,the woman standing still and smiling,0.8621,0.9259,0.8752,gt_masks/person/field_01_person_1.png,results_pixellm/person/field_01_person_1_action_3.png
pixellm,field_01,spatial,the background figure on the right side,0.6621,0.7967,0.8183,gt_masks/person/field_01_person_2.png,results_pixellm/person/field_01_person_2_spatial_1.png
pixellm,field_01,appearance,the woman in beige top and brown pants,0.6679,0.8009,0.8217,gt_masks/person/field_01_person_2.png,results_pixellm/person/field_01_person_2_appearance_2.png
pixellm,field_01,action,the woman walking across the field,0.0,0.0,0.0,gt_masks/person/field_01_person_2.png,results_pixellm/person/field_01_person_2_action_3.png
pixellm,field_02,spatial,the central figure facing the camera,0.8131,0.8969,0.8256,gt_masks/person/field_02_person_1.png,results_pixellm/person/field_02_person_1_spatial_1.png
pixellm,field_02,appearance,the woman in a white button-down shirt,0.8155,0.8984,0.8275,gt_masks/person/field_02_person_1.png,results_pixellm/person/field_02_person_1_appearance_2.png
pixellm,field_02,action,the woman standing with a neutral expression,0.8169,0.8992,0.8295,gt_masks/person/field_02_person_1.png,results_pixellm/person/field_02_person_1_action_3.png
pixellm,field_02,spatial,the person in the middle ground on the left,0.0965,0.1761,0.2854,gt_masks/person/field_02_person_2.png,results_pixellm/person/field_02_person_2_spatial_1.png
pixellm,field_02,appearance,the woman with long hair in partial profile,0.0831,0.1534,0.2769,gt_masks/person/field_02_person_2.png,results_pixellm/person/field_02_person_2_appearance_2.png
pixellm,field_02,action,the woman walking away from the camera,0.1265,0.2246,0.3018,gt_masks/person/field_02_person_2.png,results_pixellm/person/field_02_person_2_action_3.png
pixellm,field_03,spatial,the woman in the center of the turf,0.8259,0.9047,0.8567,gt_masks/person/field_03_person_1.png,results_pixellm/person/field_03_person_1_spatial_1.png
pixellm,field_03,appearance,the woman with long hair flowing down,0.8435,0.9151,0.8738,gt_masks/person/field_03_person_1.png,results_pixellm/person/field_03_person_1_appearance_2.png
pixellm,field_03,action,the woman shielding her eyes with her hand,0.8467,0.917,0.8761,gt_masks/person/field_03_person_1.png,results_pixellm/person/field_03_person_1_action_3.png
pixellm,field_05,spatial,the woman on the far-left edge,0.8547,0.9217,0.8711,gt_masks/person/field_05_person_3.png,results_pixellm/person/field_05_person_3_spatial_1.png
pixellm,field_05,appearance,the observer in a light light blue cardigan,0.8735,0.9325,0.8959,gt_masks/person/field_05_person_3.png,results_pixellm/person/field_05_person_3_appearance_2.png
pixellm,field_05,spatial,the young man in the center-left,0.8266,0.9051,0.8874,gt_masks/person/field_05_person_4.png,results_pixellm/person/field_05_person_4_spatial_1.png
pixellm,field_05,appearance,the man in a black sweatshirt and jeans,0.8336,0.9092,0.9009,gt_masks/person/field_05_person_4.png,results_pixellm/person/field_05_person_4_appearance_2.png
pixellm,field_05,spatial,the seated woman in the foreground,0.8872,0.9402,0.8824,gt_masks/person/field_05_person_1.png,results_pixellm/person/field_05_person_1_spatial_1.png
pixellm,field_05,action,the woman making a V sign with her hand,0.0,0.0,0.0321,gt_masks/person/field_05_person_1.png,results_pixellm/person/field_05_person_1_action_2.png
pixellm,field_06,spatial,the woman sitting in the foreground,0.869,0.9299,0.8798,gt_masks/person/field_06_person_1.png,results_pixellm/person/field_06_person_1_spatial_1.png
pixellm,field_06,appearance,the woman in white knit and charcoal jeans,0.8603,0.9249,0.8817,gt_masks/person/field_06_person_1.png,results_pixellm/person/field_06_person_1_appearance_2.png
pixellm,field_06,action,the woman tilting her head with a smile,0.8427,0.9146,0.7506,gt_masks/person/field_06_person_1.png,results_pixellm/person/field_06_person_1_action_3.png
pixellm,field_06,spatial,the masked figure standing directly behind,0.8133,0.897,0.8454,gt_masks/person/field_06_person_2.png,results_pixellm/person/field_06_person_2_spatial_1.png
pixellm,field_06,appearance,the woman in a tan sweatshirt and brown pants,0.8122,0.8964,0.8465,gt_masks/person/field_06_person_2.png,results_pixellm/person/field_06_person_2_appearance_2.png
pixellm,field_06,action,the woman shielding her forehead,0.8085,0.8941,0.8447,gt_masks/person/field_06_person_2.png,results_pixellm/person/field_06_person_2_action_3.png
pixellm,field_07,spatial,the figure at the bottom-center,0.8043,0.8915,0.689,gt_masks/person/field_07_person_1.png,results_pixellm/person/field_07_person_1_spatial_1.png
pixellm,field_07,appearance,the woman with hair covering her face,0.544,0.7047,0.4617,gt_masks/person/field_07_person_1.png,results_pixellm/person/field_07_person_1_appearance_2.png
pixellm,field_07,action,the woman moving her upper body quickly,0.1683,0.2881,0.3088,gt_masks/person/field_07_person_1.png,results_pixellm/person/field_07_person_1_action_3.png
pixellm,field_07,spatial,the person in the middle ground behind,0.6093,0.7572,0.5424,gt_masks/person/field_07_person_2.png,results_pixellm/person/field_07_person_2_spatial_1.png
pixellm,field_07,appearance,the masked woman in a beige sweatshirt,0.4766,0.6455,0.481,gt_masks/person/field_07_person_2.png,results_pixellm/person/field_07_person_2_appearance_2.png
pixellm,field_07,action,the woman in a mock-fighting stance,0.5343,0.6965,0.5075,gt_masks/person/field_07_person_2.png,results_pixellm/person/field_07_person_2_action_3.png
pixellm,field_08,spatial,"half-visible person at left edge, cropped view.",0.811,0.8957,0.8146,gt_masks/person/field_08_person_2.png,results_pixellm/person/field_08_person_2_spatial_1.png
read,yong_01,appearance,the woman in white clothes and dark pants,0.9624,0.9808,0.9548,gt_masks/person/yong_01_person_1.png,results_read/person/yong_01_person_1_appearance_1.png
read,yong_01,spatial,the foreground human figure,0.9563,0.9777,0.8609,gt_masks/person/yong_01_person_1.png,results_read/person/yong_01_person_1_spatial_2.png
read,yong_01,spatial,the foreground woman on the left side,0.9633,0.9813,0.9558,gt_masks/person/yong_01_person_1.png,results_read/person/yong_01_person_1_spatial_3.png
read,yong_01,action,the standing woman near the left foreground,0.963,0.9811,0.956,gt_masks/person/yong_01_person_1.png,results_read/person/yong_01_person_1_action_4.png
read,yong_01,appearance,the background masked woman,0.8894,0.9414,0.5622,gt_masks/person/yong_01_person_2.png,results_read/person/yong_01_person_2_appearance_1.png
read,yong_01,spatial,the background human figure,0.9115,0.9537,0.7303,gt_masks/person/yong_01_person_2.png,results_read/person/yong_01_person_2_spatial_2.png
read,yong_01,spatial,the background masked woman near the center-right,0.8978,0.9461,0.7674,gt_masks/person/yong_01_person_2.png,results_read/person/yong_01_person_2_spatial_3.png
read,yong_01,action,the walking masked woman in the mid-background,0.9164,0.9564,0.8393,gt_masks/person/yong_01_person_2.png,results_read/person/yong_01_person_2_action_4.png
read,yong_02,appearance,the woman in white clothes and dark pants,0.9339,0.9658,0.978,gt_masks/person/yong_02_person_1.png,results_read/person/yong_02_person_1_appearance_1.png
read,yong_02,spatial,the visible human figure,0.9377,0.9678,0.9785,gt_masks/person/yong_02_person_1.png,results_read/person/yong_02_person_1_spatial_2.png
read,yong_02,action,the woman walking in side view,0.937,0.9675,0.9792,gt_masks/person/yong_02_person_1.png,results_read/person/yong_02_person_1_action_3.png
read,yong_02,action,the walking woman facing right,0.9395,0.9688,0.9787,gt_masks/person/yong_02_person_1.png,results_read/person/yong_02_person_1_action_4.png
read,yong_03,appearance,the woman in white clothes and dark pants,0.9725,0.9861,0.9737,gt_masks/person/yong_03_person_1.png,results_read/person/yong_03_person_1_appearance_1.png
read,yong_03,spatial,the visible human figure,0.9736,0.9866,0.9746,gt_masks/person/yong_03_person_1.png,results_read/person/yong_03_person_1_spatial_2.png
read,yong_03,action,the foreground woman making a peace sign,0.9736,0.9866,0.9751,gt_masks/person/yong_03_person_1.png,results_read/person/yong_03_person_1_action_3.png
read,yong_03,action,the woman posing near the left side,0.9709,0.9852,0.9722,gt_masks/person/yong_03_person_1.png,results_read/person/yong_03_person_1_action_4.png
read,yong_04,appearance,the woman in white clothes and dark pants,0.9631,0.9812,0.8909,gt_masks/person/yong_04_person_1.png,results_read/person/yong_04_person_1_appearance_1.png
read,yong_04,spatial,the foreground human figure,0.9586,0.9788,0.8479,gt_masks/person/yong_04_person_1.png,results_read/person/yong_04_person_1_spatial_2.png
read,yong_04,action,the foreground woman making a peace sign on the left,0.9644,0.9819,0.9313,gt_masks/person/yong_04_person_1.png,results_read/person/yong_04_person_1_action_3.png
read,yong_04,action,the posed woman near the left foreground,0.9655,0.9824,0.9322,gt_masks/person/yong_04_person_1.png,results_read/person/yong_04_person_1_action_4.png
read,yong_04,appearance,the background masked woman,0.5565,0.715,0.5842,gt_masks/person/yong_04_person_2.png,results_read/person/yong_04_person_2_appearance_1.png
read,yong_04,spatial,the middle human figure,0.9226,0.9597,0.8503,gt_masks/person/yong_04_person_2.png,results_read/person/yong_04_person_2_spatial_2.png
read,yong_04,action,the walking masked woman near the center,0.9255,0.9613,0.8593,gt_masks/person/yong_04_person_2.png,results_read/person/yong_04_person_2_action_3.png
read,yong_04,action,the center walking woman,0.9251,0.9611,0.8518,gt_masks/person/yong_04_person_2.png,results_read/person/yong_04_person_2_action_4.png
read,yong_04,action,the walking man on the right side,0.8664,0.9284,0.9633,gt_masks/person/yong_04_person_3.png,results_read/person/yong_04_person_3_action_1.png
read,yong_04,spatial,the right-side human figure,0.8582,0.9237,0.9656,gt_masks/person/yong_04_person_3.png,results_read/person/yong_04_person_3_spatial_2.png
read,yong_05,appearance,the woman in white clothes and dark pants,0.9568,0.9779,0.96,gt_masks/person/yong_05_person_1.png,results_read/person/yong_05_person_1_appearance_1.png
read,yong_05,spatial,the cropped human figure,0.6939,0.8193,0.5747,gt_masks/person/yong_05_person_1.png,results_read/person/yong_05_person_1_spatial_2.png
read,yong_05,spatial,the partially visible woman at the far left edge,0.0,0.0,0.0,gt_masks/person/yong_05_person_2.png,results_read/person/yong_05_person_2_spatial_1.png
read,yong_05,spatial,the cropped woman on the left border,0.0,0.0,0.0,gt_masks/person/yong_05_person_2.png,results_read/person/yong_05_person_2_spatial_2.png
read,yong_06,appearance,the walking man in a black top and light blue jeans,0.95,0.9744,0.8436,gt_masks/person/yong_06_person_5.png,results_read/person/yong_06_person_5_appearance_1.png
read,yong_06,appearance,the visible male figure,0.9544,0.9767,0.9711,gt_masks/person/yong_06_person_5.png,results_read/person/yong_06_person_5_appearance_2.png
read,yong_06,action,the man walking toward the right side,0.9507,0.9747,0.9694,gt_masks/person/yong_06_person_5.png,results_read/person/yong_06_person_5_action_3.png
read,yong_06,spatial,the man near the left-center area,0.9481,0.9733,0.9656,gt_masks/person/yong_06_person_5.png,results_read/person/yong_06_person_5_spatial_4.png
read,yong_06,spatial,the partially visible person at the far left edge,0.1025,0.1859,0.1891,gt_masks/person/yong_06_person_4.png,results_read/person/yong_06_person_4_spatial_1.png
read,yong_06,spatial,the cropped person on the left border,0.0871,0.1602,0.1855,gt_masks/person/yong_06_person_4.png,results_read/person/yong_06_person_4_spatial_2.png
read,yong_06,spatial,the partially visible woman at the far left edge,0.1141,0.2048,0.1899,gt_masks/person/yong_06_person_4.png,results_read/person/yong_06_person_4_spatial_3.png
read,yong_06,spatial,the cropped woman on the left border,0.0924,0.1692,0.1853,gt_masks/person/yong_06_person_4.png,results_read/person/yong_06_person_4_spatial_4.png
read,yong_07,appearance,the woman in white clothes and dark pants,0.9519,0.9753,0.8716,gt_masks/person/yong_07_person_1.png,results_read/person/yong_07_person_1_appearance_1.png
read,yong_07,spatial,the partially visible woman at the far left edge,0.9424,0.9704,0.8547,gt_masks/person/yong_07_person_1.png,results_read/person/yong_07_person_1_spatial_2.png
read,yong_07,spatial,the cropped woman on the left border,0.9455,0.972,0.8594,gt_masks/person/yong_07_person_1.png,results_read/person/yong_07_person_1_spatial_3.png
read,road_01,appearance,the woman in white clothes and dark pants,0.943,0.9707,0.9748,gt_masks/person/road_01_person_1.png,results_read/person/road_01_person_1_appearance_1.png
read,road_01,action,the woman raising both arms to make a V pose,0.9421,0.9702,0.9671,gt_masks/person/road_01_person_1.png,results_read/person/road_01_person_1_action_2.png
read,road_01,spatial,the front-facing woman,0.9455,0.972,0.975,gt_masks/person/road_01_person_1.png,results_read/person/road_01_person_1_spatial_3.png
read,road_02,appearance,the woman in white clothes and dark pants,0.931,0.9643,0.9735,gt_masks/person/road_02_person_1.png,results_read/person/road_02_person_1_appearance_1.png
read,road_02,action,the woman standing and making a V pose with both arms,0.9426,0.9705,0.9795,gt_masks/person/road_02_person_1.png,results_read/person/road_02_person_1_action_2.png
read,road_02,appearance,the person with messy black hair wearing a black long-sleeve top and light blue jeans,0.8645,0.9273,0.6059,gt_masks/person/road_02_person_2.png,results_read/person/road_02_person_2_appearance_1.png
read,road_02,spatial,the person on the left side of the center line with their back to the camera,0.9396,0.9689,0.9838,gt_masks/person/road_02_person_2.png,results_read/person/road_02_person_2_spatial_2.png
read,road_02,action,the person walking or running away,0.9371,0.9675,0.9812,gt_masks/person/road_02_person_2.png,results_read/person/road_02_person_2_action_3.png
read,road_03,appearance,the woman in white clothes and dark pants,0.9225,0.9597,0.9751,gt_masks/person/road_03_person_1.png,results_read/person/road_03_person_1_appearance_1.png
read,road_03,action,the smiling woman making a V pose with her right arm raised highest,0.9286,0.963,0.9746,gt_masks/person/road_03_person_1.png,results_read/person/road_03_person_1_action_2.png
read,road_03,spatial,the woman slightly turned to the front,0.9238,0.9604,0.9736,gt_masks/person/road_03_person_1.png,results_read/person/road_03_person_1_spatial_3.png
read,road_03,appearance,the person wearing a black long-sleeve top and light blue jeans,0.0778,0.1443,0.2015,gt_masks/person/road_03_person_2.png,results_read/person/road_03_person_2_appearance_1.png
read,road_03,spatial,the person far away on the left side of the center line,0.238,0.3845,0.2576,gt_masks/person/road_03_person_2.png,results_read/person/road_03_person_2_spatial_2.png
read,road_03,action,the person walking towards the camera,0.095,0.1735,0.208,gt_masks/person/road_03_person_2.png,results_read/person/road_03_person_2_action_3.png
read,road_04,appearance,the woman in white clothes and dark pants,0.9369,0.9674,0.8575,gt_masks/person/road_04_person_1.png,results_read/person/road_04_person_1_appearance_1.png
read,road_04,action,the woman with her left arm slightly bent,0.9534,0.9761,0.9807,gt_masks/person/road_04_person_1.png,results_read/person/road_04_person_1_action_2.png
read,road_04,spatial,the woman turned towards the back-left showing her side and back,0.8244,0.9038,0.5509,gt_masks/person/road_04_person_1.png,results_read/person/road_04_person_1_spatial_3.png
read,road_04,appearance,the person with dark hair wearing a light long-sleeve top and loose dark pants,0.0,0.0,0.0,gt_masks/person/road_04_person_3.png,results_read/person/road_04_person_3_appearance_1.png
read,road_04,spatial,the person on the left side of the center line with their back to the camera,0.2869,0.4459,0.3229,gt_masks/person/road_04_person_3.png,results_read/person/road_04_person_3_spatial_2.png
read,road_04,action,the person running forward,0.2844,0.4429,0.299,gt_masks/person/road_04_person_3.png,results_read/person/road_04_person_3_action_3.png
read,road_04,appearance,the person in a black long-sleeve top and light blue jeans,0.9262,0.9617,0.9471,gt_masks/person/road_04_person_2.png,results_read/person/road_04_person_2_appearance_1.png
read,road_04,spatial,the person on the right edge near the bushes,0.8805,0.9365,0.6768,gt_masks/person/road_04_person_2.png,results_read/person/road_04_person_2_spatial_2.png
read,road_04,action,the person walking inwards in side view,0.2931,0.4533,0.288,gt_masks/person/road_04_person_2.png,results_read/person/road_04_person_2_action_3.png
read,road_05,appearance,the woman in white clothes and dark pants,0.9358,0.9668,0.9698,gt_masks/person/road_05_person_1.png,results_read/person/road_05_person_1_appearance_1.png
read,road_05,action,the smiling woman raising one hand above her head,0.9351,0.9665,0.9689,gt_masks/person/road_05_person_1.png,results_read/person/road_05_person_1_action_2.png
read,road_05,spatial,the woman facing the camera,0.9366,0.9673,0.97,gt_masks/person/road_05_person_1.png,results_read/person/road_05_person_1_spatial_3.png
read,road_05,appearance,"the person with dark hair wearing a light long-sleeve top, loose dark pants, and a mask",0.9397,0.9689,0.9787,gt_masks/person/road_05_person_3.png,results_read/person/road_05_person_3_appearance_1.png
read,road_05,action,the person lightly running or walking towards the camera,0.0,0.0,0.0,gt_masks/person/road_05_person_3.png,results_read/person/road_05_person_3_action_2.png
read,road_06,appearance,the woman in white clothes and dark pants,0.9581,0.9786,0.9751,gt_masks/person/road_06_person_1.png,results_read/person/road_06_person_1_appearance_1.png
read,road_06,action,the woman looking up at the trees and sky with both arms down,0.9638,0.9816,0.9761,gt_masks/person/road_06_person_1.png,results_read/person/road_06_person_1_action_2.png
read,road_06,appearance,the person wearing brown pants,0.2816,0.4395,0.2618,gt_masks/person/road_06_person_3.png,results_read/person/road_06_person_3_appearance_1.png
read,road_06,spatial,the partially visible person at the far left edge,0.9549,0.9769,0.9838,gt_masks/person/road_06_person_3.png,results_read/person/road_06_person_3_spatial_2.png
read,road_06,appearance,the person wearing a dark top and light pants,0.0,0.0,0.0,gt_masks/person/road_06_person_2.png,results_read/person/road_06_person_2_appearance_1.png
read,road_06,action,the person walking along the road,0.0,0.0,0.0,gt_masks/person/road_06_person_2.png,results_read/person/road_06_person_2_action_2.png
read,road_07,appearance,the woman in white clothes and dark pants,0.9209,0.9588,0.9146,gt_masks/person/road_07_person_1.png,results_read/person/road_07_person_1_appearance_1.png
read,road_07,action,the front-facing woman with arms spread wide to the sides,0.9258,0.9615,0.9677,gt_masks/person/road_07_person_1.png,results_read/person/road_07_person_1_action_2.png
read,road_07,appearance,"the person wearing a light shirt, dark pants, and a black bag",0.2891,0.4486,0.3138,gt_masks/person/road_07_person_4.png,results_read/person/road_07_person_4_appearance_1.png
read,road_07,spatial,the person with their back to the camera,0.9041,0.9496,0.9681,gt_masks/person/road_07_person_4.png,results_read/person/road_07_person_4_spatial_2.png
read,road_07,action,the person walking away,0.8893,0.9414,0.9639,gt_masks/person/road_07_person_4.png,results_read/person/road_07_person_4_action_3.png
read,road_07,appearance,the person wearing a dark top and dark bottom,0.0,0.0,0.0229,gt_masks/person/road_07_person_5.png,results_read/person/road_07_person_5_appearance_1.png
read,road_07,spatial,the person in back view,0.0,0.0,0.0429,gt_masks/person/road_07_person_5.png,results_read/person/road_07_person_5_spatial_2.png
read,road_07,action,the person walking away from the camera,0.0,0.0,0.038,gt_masks/person/road_07_person_5.png,results_read/person/road_07_person_5_action_3.png
read,road_08,appearance,the woman in white clothes and dark pants,0.9223,0.9596,0.9435,gt_masks/person/road_08_person_1.png,results_read/person/road_08_person_1_appearance_1.png
read,road_08,action,the front-facing woman raising her left hand to flip her hair,0.9254,0.9612,0.9451,gt_masks/person/road_08_person_1.png,results_read/person/road_08_person_1_action_2.png
read,road_08,spatial,the person in back view,0.17,0.2906,0.3251,gt_masks/person/road_08_person_4.png,results_read/person/road_08_person_4_spatial_1.png
read,road_08,action,the person walking away along the road,0.0797,0.1477,0.3091,gt_masks/person/road_08_person_4.png,results_read/person/road_08_person_4_action_2.png
read,road_08,appearance,the person wearing a light top and dark bottom,0.0,0.0,0.0573,gt_masks/person/road_08_person_4.png,results_read/person/road_08_person_4_appearance_3.png
read,road_08,spatial,the person in back view,0.17,0.2906,0.3251,gt_masks/person/road_08_person_4.png,results_read/person/road_08_person_4_spatial_4.png
read,road_08,action,the person walking away,0.0906,0.1661,0.3086,gt_masks/person/road_08_person_4.png,results_read/person/road_08_person_4_action_5.png
read,road_09,spatial,the person in back view,0.3348,0.5017,0.747,gt_masks/person/road_09_person_4.png,results_read/person/road_09_person_4_spatial_1.png
read,road_09,action,the person walking away,0.848,0.9177,0.9876,gt_masks/person/road_09_person_4.png,results_read/person/road_09_person_4_action_2.png
read,road_09,spatial,the farthest person in back view,0.3548,0.5238,0.7027,gt_masks/person/road_09_person_4.png,results_read/person/road_09_person_4_spatial_3.png
read,road_09,action,the person walking away along the road,0.8587,0.924,0.9905,gt_masks/person/road_09_person_4.png,results_read/person/road_09_person_4_action_4.png
read,road_10,appearance,the motorcyclist with a delivery box,0.2554,0.4069,0.4534,gt_masks/person/road_10_person_6.png,results_read/person/road_10_person_6_appearance_1.png
read,road_10,spatial,the motorcyclist on the center-left,0.7808,0.8769,0.7897,gt_masks/person/road_10_person_6.png,results_read/person/road_10_person_6_spatial_2.png
read,road_10,action,the motorcyclist riding downhill,0.7953,0.886,0.8237,gt_masks/person/road_10_person_6.png,results_read/person/road_10_person_6_action_3.png
read,road_10,spatial,the person far away in back view,0.0,0.0,0.0903,gt_masks/person/road_10_person_5.png,results_read/person/road_10_person_5_spatial_1.png
read,road_11,appearance,the motorcyclist with a delivery box,0.9189,0.9578,0.9727,gt_masks/person/road_11_person_6.png,results_read/person/road_11_person_6_appearance_1.png
read,road_11,spatial,the motorcyclist in the center of the road,0.9177,0.9571,0.9707,gt_masks/person/road_11_person_6.png,results_read/person/road_11_person_6_spatial_2.png
read,road_11,action,the motorcyclist riding downhill,0.8956,0.945,0.9597,gt_masks/person/road_11_person_6.png,results_read/person/road_11_person_6_action_3.png
read,road_12,spatial,the person in back view,0.8951,0.9447,0.9472,gt_masks/person/road_12_person_7.png,results_read/person/road_12_person_7_spatial_1.png
read,road_12,action,the walking person,0.9359,0.9669,0.9727,gt_masks/person/road_12_person_7.png,results_read/person/road_12_person_7_action_2.png
read,statue_01,action,the person making V-sign hand gestures,0.9559,0.9774,0.9685,gt_masks/person/statue_01_person_1.png,results_read/person/statue_01_person_1_action_1.png
read,statue_01,appearance,the person wearing a white long-sleeved cardigan,0.9582,0.9787,0.9705,gt_masks/person/statue_01_person_1.png,results_read/person/statue_01_person_1_appearance_2.png
read,statue_01,spatial,the person in a full-body standing posture,0.6466,0.7853,0.612,gt_masks/person/statue_01_person_1.png,results_read/person/statue_01_person_1_spatial_3.png
read,statue_02,appearance,the person with long straight black hair,0.9528,0.9758,0.9603,gt_masks/person/statue_02_person_1.png,results_read/person/statue_02_person_1_appearance_1.png
read,statue_02,action,the person making dual V-sign hand gestures,0.9558,0.9774,0.9626,gt_masks/person/statue_02_person_1.png,results_read/person/statue_02_person_1_action_2.png
read,statue_02,appearance,the person with short black hair,0.0,0.0,0.0,gt_masks/person/statue_02_person_2.png,results_read/person/statue_02_person_2_appearance_1.png
read,statue_02,appearance,the person wearing a black long-sleeved sweater,0.9541,0.9765,0.9263,gt_masks/person/statue_02_person_2.png,results_read/person/statue_02_person_2_appearance_2.png
read,statue_03,appearance,the person with long straight black hair,0.9445,0.9714,0.9607,gt_masks/person/statue_03_person_1.png,results_read/person/statue_03_person_1_appearance_1.png
read,statue_03,action,the person making dual V-sign hand gestures,0.9484,0.9735,0.9648,gt_masks/person/statue_03_person_1.png,results_read/person/statue_03_person_1_action_2.png
read,statue_03,appearance,a partial limb and foot wearing a white sneaker,0.8997,0.9472,0.9706,gt_masks/person/statue_03_person_2.png,results_read/person/statue_03_person_2_appearance_1.png
read,statue_04,action,the person making V-sign hand gestures,0.96,0.9796,0.9701,gt_masks/person/statue_04_person_1.png,results_read/person/statue_04_person_1_action_1.png
read,statue_04,appearance,the person wearing a white long-sleeved cardigan,0.9595,0.9793,0.9693,gt_masks/person/statue_04_person_1.png,results_read/person/statue_04_person_1_appearance_2.png
read,statue_04,spatial,the person with long brown hair seen from the back,0.9711,0.9854,0.9224,gt_masks/person/statue_04_person_3.png,results_read/person/statue_04_person_3_spatial_1.png
read,statue_04,appearance,the person wearing a beige or light pink long-sleeved top,0.972,0.9858,0.9239,gt_masks/person/statue_04_person_3.png,results_read/person/statue_04_person_3_appearance_2.png
read,statue_05,spatial,the partially occluded person,0.0627,0.1181,0.5077,gt_masks/person/statue_05_person_3.png,results_read/person/statue_05_person_3_spatial_1.png
read,statue_05,spatial,the person with long brown hair visible behind the main subject's head,0.1932,0.3238,0.4647,gt_masks/person/statue_05_person_3.png,results_read/person/statue_05_person_3_spatial_2.png
read,statue_06,appearance,close-up hand segments are blurring into the lens,0.922,0.9594,0.9395,gt_masks/person/statue_06_person_4.png,results_read/person/statue_06_person_4_appearance_1.png
read,statue_06,spatial,a finger on the left side of the screen,0.9243,0.9606,0.9396,gt_masks/person/statue_06_person_4.png,results_read/person/statue_06_person_4_spatial_2.png
read,statue_07,spatial,the person in a full-body standing posture,0.947,0.9728,0.8825,gt_masks/person/statue_07_person_1.png,results_read/person/statue_07_person_1_spatial_1.png
read,statue_07,action,the young woman holding a smartphone in her right hand,0.9632,0.9813,0.9499,gt_masks/person/statue_07_person_1.png,results_read/person/statue_07_person_1_action_2.png
read,statue_07,appearance,the woman wearing a white long-sleeved cardigan,0.9645,0.9819,0.9515,gt_masks/person/statue_07_person_1.png,results_read/person/statue_07_person_1_appearance_3.png
read,statue_07,appearance,a blurry skin-toned artifact in the upper-left corner,0.19,0.3194,0.4942,gt_masks/person/statue_07_person_4.png,results_read/person/statue_07_person_4_appearance_1.png
read,statue_07,spatial,out-of-focus fingertip or hand segment is encroaching from the top-left edge,0.0439,0.0841,0.3798,gt_masks/person/statue_07_person_4.png,results_read/person/statue_07_person_4_spatial_2.png
read,statue_08,action,the young woman holding a smartphone in her right hand,0.957,0.978,0.9463,gt_masks/person/statue_08_person_1.png,results_read/person/statue_08_person_1_action_1.png
read,statue_08,appearance,the woman wearing a white long-sleeved cardigan,0.9547,0.9768,0.9445,gt_masks/person/statue_08_person_1.png,results_read/person/statue_08_person_1_appearance_2.png
read,statue_09,spatial,the woman in an upper body shot,0.8235,0.9032,0.737,gt_masks/person/statue_09_person_1.png,results_read/person/statue_09_person_1_spatial_1.png
read,statue_09,appearance,the woman with long straight black hair,0.9683,0.9839,0.9135,gt_masks/person/statue_09_person_1.png,results_read/person/statue_09_person_1_appearance_2.png
read,statue_09,appearance,the woman wearing a white long-sleeved cardigan,0.9703,0.9849,0.9213,gt_masks/person/statue_09_person_1.png,results_read/person/statue_09_person_1_appearance_3.png
read,statue_10,spatial,"the woman in a full-body shot, positioned in the lower-left foreground",0.9488,0.9737,0.965,gt_masks/person/statue_10_person_1.png,results_read/person/statue_10_person_1_spatial_1.png
read,statue_10,appearance,the woman with long straight black hair,0.9446,0.9715,0.9602,gt_masks/person/statue_10_person_1.png,results_read/person/statue_10_person_1_appearance_2.png
read,statue_10,appearance,the woman wearing a white long-sleeved cardigan,0.9452,0.9718,0.9612,gt_masks/person/statue_10_person_1.png,results_read/person/statue_10_person_1_appearance_3.png
read,statue_10,spatial,"the woman standing on a wide, light-colored tiled plaza",0.9497,0.9742,0.9639,gt_masks/person/statue_10_person_1.png,results_read/person/statue_10_person_1_spatial_4.png
read,field_01,spatial,the woman in the central foreground,0.9603,0.9798,0.9694,gt_masks/person/field_01_person_1.png,results_read/person/field_01_person_1_spatial_1.png
read,field_01,appearance,the woman in white top and grey flare jeans,0.9588,0.979,0.9691,gt_masks/person/field_01_person_1.png,results_read/person/field_01_person_1_appearance_2.png
read,field_01,action,the woman standing still and smiling,0.9595,0.9793,0.9687,gt_masks/person/field_01_person_1.png,results_read/person/field_01_person_1_action_3.png
read,field_01,spatial,the background figure on the right side,0.9152,0.9557,0.9729,gt_masks/person/field_01_person_2.png,results_read/person/field_01_person_2_spatial_1.png
read,field_01,appearance,the woman in beige top and brown pants,0.9158,0.9561,0.9696,gt_masks/person/field_01_person_2.png,results_read/person/field_01_person_2_appearance_2.png
read,field_01,action,the woman walking across the field,0.9289,0.9631,0.9726,gt_masks/person/field_01_person_2.png,results_read/person/field_01_person_2_action_3.png
read,field_02,spatial,the central figure facing the camera,0.9671,0.9833,0.9699,gt_masks/person/field_02_person_1.png,results_read/person/field_02_person_1_spatial_1.png
read,field_02,appearance,the woman in a white button-down shirt,0.9642,0.9818,0.9153,gt_masks/person/field_02_person_1.png,results_read/person/field_02_person_1_appearance_2.png
